type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added,duration_int
Movie,Boyka: Undisputed,Todor Chapkanov,Bulgaria,2021-08-01,2016,R,90 min,Action & Adventure,2021,8,1,90
Movie,Catch Me If You Can,Steven Spielberg,United States,2021-08-01,2002,PG-13,142 min,Dramas,2021,8,1,142
Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller",United States,2021-08-01,2009,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2021,8,1,90
Movie,Deep Blue Sea,Renny Harlin,United States,2021-08-01,1999,R,105 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2021,8,1,105
Movie,Ferris Bueller's Day Off,John Hughes,United States,2021-08-01,1986,PG-13,103 min,"Classic Movies, Comedies, Cult Movies",2021,8,1,103
Movie,Five Feet Apart,Justin Baldoni,United States,2021-08-01,2019,PG-13,116 min,"Dramas, Romantic Movies",2021,8,1,116
Movie,Freedomland,Joe Roth,United States,2021-08-01,2006,R,113 min,"Dramas, Thrillers",2021,8,1,113
Movie,Good Luck Chuck,Mark Helfrich,United States,2021-08-01,2007,R,99 min,"Comedies, Romantic Movies",2021,8,1,99
Movie,Inception,Christopher Nolan,United States,2021-08-01,2010,PG-13,148 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",2021,8,1,148
Movie,Magnolia,Paul Thomas Anderson,United States,2021-08-01,1999,R,189 min,"Dramas, Independent Movies",2021,8,1,189
Movie,Major Payne,Nick Castle,United States,2021-08-01,1995,PG-13,97 min,Comedies,2021,8,1,97
Movie,My Girl,Howard Zieff,United States,2021-08-01,1991,PG-13,102 min,Dramas,2021,8,1,102
Movie,My Girl 2,Howard Zieff,United States,2021-08-01,1994,PG,99 min,"Children & Family Movies, Comedies, Dramas",2021,8,1,99
Movie,Open Season: Scared Silly,David Feiss,United States,2021-08-01,2015,PG,85 min,"Children & Family Movies, Comedies",2021,8,1,85
Movie,Pineapple Express,David Gordon Green,United States,2021-08-01,2008,R,112 min,"Action & Adventure, Comedies",2021,8,1,112
Movie,Planet 51,Jorge Blanco,Spain,2021-08-01,2009,PG,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2021,8,1,91
Movie,Poms,Zara Hayes,United Kingdom,2021-08-01,2019,PG-13,91 min,Comedies,2021,8,1,91
Movie,Seabiscuit,Gary Ross,United States,2021-08-01,2003,PG-13,141 min,"Dramas, Sports Movies",2021,8,1,141
Movie,Space Cowboys,Clint Eastwood,United States,2021-08-01,2000,PG-13,130 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",2021,8,1,130
Movie,Team America: World Police,Trey Parker,United States,2021-08-01,2004,R,98 min,"Action & Adventure, Comedies, Cult Movies",2021,8,1,98
Movie,The Edge of Seventeen,Kelly Fremon Craig,United States,2021-08-01,2016,R,105 min,"Comedies, Dramas",2021,8,1,105
Movie,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,United States,2021-08-01,2013,R,101 min,Horror Movies,2021,8,1,101
Movie,The Last Boy Scout,Tony Scott,United States,2021-08-01,1991,R,105 min,"Action & Adventure, Comedies",2021,8,1,105
Movie,The Lincoln Lawyer,Brad Furman,United States,2021-08-01,2011,R,118 min,"Dramas, Thrillers",2021,8,1,118
Movie,The Losers,Sylvain White,United States,2021-08-01,2010,PG-13,97 min,Action & Adventure,2021,8,1,97
Movie,The Machinist,Brad Anderson,Spain,2021-08-01,2004,R,102 min,"Dramas, Independent Movies, Thrillers",2021,8,1,102
Movie,The Net,Irwin Winkler,United States,2021-08-01,1995,PG-13,114 min,Thrillers,2021,8,1,114
Movie,The Original Kings of Comedy,Spike Lee,United States,2021-08-01,2000,R,111 min,Stand-Up Comedy,2021,8,1,111
Movie,Valentine's Day,Garry Marshall,United States,2021-08-01,2010,PG-13,125 min,"Comedies, Romantic Movies",2021,8,1,125
Movie,The Lost Café,Kenneth Gyang,Nigeria,2021-07-31,2018,TV-14,76 min,"Dramas, International Movies",2021,7,31,76
Movie,Eyes of a Thief,Najwa Najjar,France,2021-07-30,2014,TV-14,103 min,"Dramas, Independent Movies, International Movies",2021,7,30,103
Movie,Pomegranates and Myrrh,Najwa Najjar,France,2021-07-30,2009,TV-14,95 min,"Dramas, Independent Movies, International Movies",2021,7,30,95
Movie,Chhota Bheem: Bheem vs Aliens,Rajiv Chilaka,India,2021-07-22,2010,TV-Y7,69 min,"Children & Family Movies, Sports Movies",2021,7,22,69
Movie,Flower Girl,Michelle Bello,Nigeria,2021-07-29,2013,TV-PG,94 min,"Comedies, International Movies, Romantic Movies",2021,7,29,94
Movie,Bartkowiak,Daniel Markowicz,Poland,2021-07-28,2021,TV-MA,92 min,"Action & Adventure, International Movies",2021,7,28,92
Movie,Fantastic Fungi,Louie Schwartzberg,United States,2021-07-28,2019,TV-14,81 min,Documentaries,2021,7,28,81
TV Show,The Flash,Glen Winter,United States,2021-07-28,2021,TV-14,7 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",2021,7,28,7
Movie,Mimi,Laxman Utekar,India,2021-07-27,2021,TV-14,132 min,"Comedies, Dramas, International Movies",2021,7,27,132
Movie,Bankrolled,Marcos Bucay,Mexico,2021-07-23,2021,TV-MA,97 min,"Comedies, International Movies",2021,7,23,97
Movie,Department,Ram Gopal Varma,India,2021-07-27,2012,TV-MA,143 min,"Action & Adventure, International Movies",2021,7,27,143
Movie,Kingdom: Ashin of the North,Kim Seong-hun,South Korea,2021-07-23,2021,TV-MA,94 min,"Horror Movies, International Movies, Thrillers",2021,7,23,94
Movie,The Operative,Yuval Adler,France,2021-07-27,2019,TV-MA,117 min,"Dramas, International Movies, Thrillers",2021,7,27,117
Movie,Django Unchained,Quentin Tarantino,United States,2021-07-24,2012,R,165 min,"Action & Adventure, Dramas",2021,7,24,165
Movie,A Second Chance:  Rivals!,Clay Glen,Australia,2021-07-23,2021,PG,91 min,"Children & Family Movies, Sports Movies",2021,7,23,91
Movie,Chhota Bheem - Neeli Pahaadi,Rajiv Chilaka,India,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,2021,7,22,64
Movie,Chhota Bheem & Ganesh,Rajiv Chilaka,India,2021-07-22,2009,TV-Y7,68 min,Children & Family Movies,2021,7,22,68
Movie,Chhota Bheem & Krishna: Mayanagari,Rajiv Chilaka,India,2021-07-22,2011,TV-Y7,67 min,Children & Family Movies,2021,7,22,67
Movie,The Last Letter From Your Lover,Augustine Frizzell,United Kingdom,2021-07-23,2021,TV-MA,111 min,"Dramas, Romantic Movies",2021,7,23,111
Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,Rajiv Chilaka,India,2021-07-22,2010,TV-Y7,66 min,Children & Family Movies,2021,7,22,66
Movie,Chhota Bheem And The Crown of Valhalla,Rajiv Chilaka,India,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,2021,7,22,64
Movie,Chhota Bheem And The Broken Amulet,Rajiv Chilaka,India,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,2021,7,22,64
Movie,Chhota Bheem aur Krishna,Rajiv Chilaka,India,2021-07-22,2009,TV-Y7,68 min,Children & Family Movies,2021,7,22,68
Movie,Chhota Bheem and the Incan Adventure,Rajiv Chilaka,India,2021-07-22,2013,TV-Y7,65 min,Children & Family Movies,2021,7,22,65
Movie,Chhota Bheem and The ShiNobi Secret,Rajiv Chilaka,India,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,2021,7,22,64
Movie,Chhota Bheem Aur Hanuman,Rajiv Chilaka,India,2021-07-22,2012,TV-Y7,68 min,Children & Family Movies,2021,7,22,68
Movie,Chhota Bheem aur Krishna vs Zimbara,Rajiv Chilaka,India,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,2021,7,22,64
Movie,Chhota Bheem: Dholakpur to Kathmandu,Rajiv Chilaka,India,2021-07-22,2012,TV-Y7,70 min,Children & Family Movies,2021,7,22,70
Movie,Cousins,"Ainsley Gardiner, Briar Grace-Smith",New Zealand,2021-07-22,2021,TV-MA,99 min,Dramas,2021,7,22,99
Movie,Sanitation Day,Seyi Babatope,Nigeria,2021-07-21,2020,TV-14,105 min,"Dramas, International Movies, Thrillers",2021,7,21,105
Movie,Chhota Bheem: Journey to Petra,Rajiv Chilaka,India,2021-07-22,2011,TV-Y7,68 min,Children & Family Movies,2021,7,22,68
Movie,Chhota Bheem: Master of Shaolin,Rajiv Chilaka,India,2021-07-22,2011,TV-Y7,74 min,Children & Family Movies,2021,7,22,74
Movie,Milkwater,Morgan Ingari,United States,2021-07-20,2020,TV-MA,102 min,"Comedies, Dramas, Independent Movies",2021,7,20,102
Movie,Chhota Bheem: The Rise of Kirmada,Rajiv Chilaka,India,2021-07-22,2012,TV-Y7,68 min,Children & Family Movies,2021,7,22,68
Movie,Wannabe Courageous,Mahmoud Karim,Egypt,2021-07-22,2019,TV-14,90 min,"Comedies, International Movies",2021,7,22,90
Movie,The Tambour of Retribution,Abdulaziz Alshlahei,Saudi Arabia,2021-07-19,2021,TV-14,91 min,"Dramas, International Movies, Romantic Movies",2021,7,19,91
Movie,Cosmic Sin,Edward Drake,United States,2021-07-17,2021,R,88 min,Action & Adventure,2021,7,17,88
Movie,Deep,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela",Thailand,2021-07-16,2021,TV-MA,101 min,"Dramas, International Movies, Thrillers",2021,7,16,101
Movie,La ley de Herodes,Luis Estrada,Mexico,2021-07-16,1999,R,123 min,"Comedies, International Movies",2021,7,16,123
Movie,The Beguiled,Sofia Coppola,United States,2021-07-16,2017,R,94 min,"Dramas, Independent Movies, Thrillers",2021,7,16,94
Movie,The Book of Henry,Colin Trevorrow,United States,2021-07-16,2017,PG-13,105 min,Dramas,2021,7,16,105
Movie,The Twilight Saga: Breaking Dawn: Part 1,Bill Condon,United States,2021-07-16,2011,PG-13,117 min,"Dramas, Romantic Movies",2021,7,16,117
Movie,The Twilight Saga: Breaking Dawn: Part 2,Bill Condon,United States,2021-07-16,2012,PG-13,115 min,"Dramas, Romantic Movies",2021,7,16,115
Movie,The Twilight Saga: Eclipse,David Slade,United States,2021-07-16,2010,PG-13,124 min,"Dramas, Romantic Movies",2021,7,16,124
Movie,The Twilight Saga: New Moon,Chris Weitz,United States,2021-07-16,2009,PG-13,131 min,"Dramas, Romantic Movies",2021,7,16,131
Movie,Twilight,Catherine Hardwicke,United States,2021-07-16,2008,PG-13,122 min,"Action & Adventure, Dramas, Romantic Movies",2021,7,16,122
Movie,A Perfect Fit,Hadrah Daeng Ratu,Indonesia,2021-07-15,2021,TV-PG,113 min,"Comedies, Dramas, International Movies",2021,7,15,113
Movie,Surf's Up,"Ash Brannon, Chris Buck",United States,2021-07-15,2007,PG,86 min,"Children & Family Movies, Comedies, Sports Movies",2021,7,15,86
Movie,This Changes Everything,Tom Donahue,United States,2021-07-15,2019,TV-MA,96 min,Documentaries,2021,7,15,96
Movie,A Classic Horror Story,"Roberto De Feo, Paolo Strippoli",Italy,2021-07-14,2021,TV-MA,95 min,"Horror Movies, International Movies",2021,7,14,95
Movie,American Woman,Semi Chellas,United States,2021-07-13,2019,TV-MA,87 min,"Dramas, Independent Movies",2021,7,13,87
Movie,Born to Play,Viridiana Lieberman,United States,2021-07-12,2020,TV-MA,93 min,"Documentaries, Sports Movies",2021,7,12,93
Movie,American Ultra,Nima Nourizadeh,United States,2021-07-10,2015,R,96 min,"Action & Adventure, Comedies",2021,7,10,96
Movie,Lee Su-geun: The Sense Coach,Kim Joo-hyung,South Korea,2021-07-09,2021,TV-G,46 min,Stand-Up Comedy,2021,7,9,46
Movie,Ratchet and Clank,"Jericca Cleland, Kevin Munroe",Hong Kong,2021-07-09,2016,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2021,7,9,94
Movie,Back to Q82,Ahmed Siddiqui,Kuwait,2021-07-08,2017,TV-14,104 min,"Comedies, International Movies",2021,7,8,104
Movie,Home Again,Hallie Meyers-Shyer,United States,2021-07-08,2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",2021,7,8,97
Movie,Midnight Sun,Scott Speer,United States,2021-07-08,2018,PG-13,91 min,"Dramas, Romantic Movies",2021,7,8,91
Movie,Rock the Kasbah,Barry Levinson,United States,2021-07-08,2015,R,106 min,"Comedies, Music & Musicals",2021,7,8,106
Movie,Brick Mansions,Camille Delamarre,France,2021-07-07,2014,PG-13,90 min,"Action & Adventure, International Movies",2021,7,7,90
Movie,Mama Drama,Seyi Babatope,Nigeria,2021-07-07,2020,TV-MA,105 min,"Dramas, International Movies",2021,7,7,105
Movie,Tango With Me,Mahmood Ali-Balogun,Nigeria,2021-07-07,2010,TV-14,104 min,"Dramas, International Movies, Romantic Movies",2021,7,7,104
TV Show,The Mire,Jan Holoubek,Poland,2021-07-07,2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2021,7,7,2
Movie,This Little Love Of Mine,Christine Luby,Australia,2021-07-07,2021,TV-G,92 min,"International Movies, Romantic Movies",2021,7,7,92
Movie,A Land Imagined,Yeo Siew Hua,France,2021-07-06,2019,TV-MA,95 min,"Dramas, International Movies",2021,7,6,95
Movie,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,India,2021-07-06,2020,TV-14,105 min,"Dramas, International Movies",2021,7,6,105
Movie,Rehmataan,"Rajveer Singh Maan, Harpeet Singh",India,2021-07-06,2012,TV-14,116 min,"Dramas, International Movies, Romantic Movies",2021,7,6,116
Movie,Return of the Prodigal Son,Youssef Chahine,Egypt,2021-07-06,1976,TV-MA,124 min,"Dramas, International Movies",2021,7,6,124
Movie,Rise: Ini Kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath",Malaysia,2021-07-06,2018,TV-PG,101 min,"Dramas, International Movies",2021,7,6,101
Movie,Si Doel the Movie 2,Rano Karno,Indonesia,2021-07-06,2019,TV-G,95 min,"Dramas, International Movies",2021,7,6,95
Movie,Truckbhar Swapna,Pramod Pawar,India,2021-07-06,2018,TV-14,128 min,"Comedies, Dramas, International Movies",2021,7,6,128
Movie,Ujala,Naresh Saigal,India,2021-07-06,1959,TV-14,143 min,"Dramas, International Movies",2021,7,6,143
Movie,Haseen Dillruba,Vinil Mathew,India,2021-07-02,2021,TV-MA,136 min,"International Movies, Romantic Movies, Thrillers",2021,7,2,136
Movie,RattleSnake - The Ahanna Story,Ramsey Nouah,Nigeria,2021-07-02,2020,TV-MA,136 min,"Dramas, International Movies, Thrillers",2021,7,2,136
Movie,Snowpiercer,Bong Joon Ho,South Korea,2021-07-02,2013,R,126 min,"Action & Adventure, Cult Movies, International Movies",2021,7,2,126
Movie,The 8th Night,Kim Tae-hyung,South Korea,2021-07-02,2021,TV-14,116 min,"Horror Movies, International Movies, Thrillers",2021,7,2,116
Movie,Winchester,"Michael Spierig, Peter Spierig",Australia,2021-07-02,2018,PG-13,100 min,"Horror Movies, Sci-Fi & Fantasy",2021,7,2,100
Movie,6 Bullets,Ernie Barbarash,United States,2021-07-01,2012,R,115 min,Action & Adventure,2021,7,1,115
Movie,Air Force One,Wolfgang Petersen,United States,2021-07-01,1997,R,125 min,Action & Adventure,2021,7,1,125
Movie,Austin Powers in Goldmember,Jay Roach,United States,2021-07-01,2002,PG-13,94 min,"Action & Adventure, Comedies",2021,7,1,94
Movie,Austin Powers: International Man of Mystery,Jay Roach,United States,2021-07-01,1997,PG-13,90 min,Comedies,2021,7,1,90
Movie,Austin Powers: The Spy Who Shagged Me,Jay Roach,United States,2021-07-01,1999,PG-13,95 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2021,7,1,95
Movie,Boogie Nights,Paul Thomas Anderson,United States,2021-07-01,1997,R,155 min,"Comedies, Dramas, Independent Movies",2021,7,1,155
Movie,Charlie's Angels,McG,United States,2021-07-01,2000,PG-13,98 min,"Action & Adventure, Comedies",2021,7,1,98
Movie,Congo,Frank Marshall,United States,2021-07-01,1995,PG-13,108 min,"Action & Adventure, Thrillers",2021,7,1,108
Movie,Dennis the Menace,Nick Castle,United States,2021-07-01,1993,PG,96 min,"Children & Family Movies, Comedies",2021,7,1,96
Movie,Dreamy Eyes,Victor Vu,Vietnam,2021-07-01,2019,TV-14,117 min,"Dramas, International Movies, Romantic Movies",2021,7,1,117
TV Show,Masameer County,Malik Nejer,Saudi Arabia,2021-07-01,2021,TV-MA,1 Season,"International TV Shows, TV Comedies",2021,7,1,1
Movie,Hampstead,Joel Hopkins,United Kingdom,2021-07-01,2019,PG-13,103 min,"Comedies, Dramas, International Movies",2021,7,1,103
Movie,Kung Fu Panda,"John Stevenson, Mark Osborne",United States,2021-07-01,2008,PG,94 min,"Children & Family Movies, Comedies",2021,7,1,94
Movie,Kung Fu Panda 2,Jennifer Yuh Nelson,United States,2021-07-01,2011,PG,93 min,"Children & Family Movies, Comedies",2021,7,1,93
Movie,Life as We Know It,Greg Berlanti,United States,2021-07-01,2010,PG-13,115 min,"Comedies, Dramas, Romantic Movies",2021,7,1,115
Movie,Mary Magdalene,Garth Davis,United Kingdom,2021-07-01,2019,R,120 min,"Dramas, Faith & Spirituality, International Movies",2021,7,1,120
Movie,Memoirs of a Geisha,Rob Marshall,France,2021-07-01,2005,PG-13,145 min,"Dramas, Romantic Movies",2021,7,1,145
Movie,Midnight Run,Martin Brest,United States,2021-07-01,1988,R,126 min,"Action & Adventure, Classic Movies, Comedies",2021,7,1,126
Movie,Mortal Kombat,Paul W.S. Anderson,United States,2021-07-01,1995,PG-13,101 min,"Action & Adventure, Sci-Fi & Fantasy",2021,7,1,101
Movie,Mother's Day,Garry Marshall,United States,2021-07-01,2016,PG-13,118 min,"Comedies, Dramas",2021,7,1,118
Movie,No Strings Attached,Ivan Reitman,United States,2021-07-01,2011,R,109 min,"Comedies, Romantic Movies",2021,7,1,109
Movie,Not Another Teen Movie,Joel Gallen,United States,2021-07-01,2001,R,89 min,Comedies,2021,7,1,89
Movie,Ophelia,Claire McCarthy,United Kingdom,2021-07-01,2018,PG-13,106 min,"Dramas, Romantic Movies",2021,7,1,106
Movie,Red Joan,Trevor Nunn,United Kingdom,2021-07-01,2019,R,101 min,"Dramas, International Movies",2021,7,1,101
Movie,Seven Pounds,Gabriele Muccino,United States,2021-07-01,2008,PG-13,123 min,"Dramas, Romantic Movies",2021,7,1,123
Movie,She's Out of My League,Jim Field Smith,United States,2021-07-01,2010,R,106 min,"Comedies, Romantic Movies",2021,7,1,106
Movie,Snow Day,Chris Koch,United States,2021-07-01,2000,PG,89 min,"Children & Family Movies, Comedies",2021,7,1,89
Movie,Star Trek,J.J. Abrams,United States,2021-07-01,2009,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy",2021,7,1,128
Movie,Stuart Little,Rob Minkoff,Germany,2021-07-01,1999,PG,85 min,"Children & Family Movies, Comedies",2021,7,1,85
Movie,Sword of Trust,Lynn Shelton,United States,2021-07-01,2019,R,89 min,"Comedies, Dramas, Independent Movies",2021,7,1,89
Movie,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,United States,2021-07-01,2006,PG-13,108 min,"Action & Adventure, Comedies, Sports Movies",2021,7,1,108
Movie,The American,Anton Corbijn,United States,2021-07-01,2010,R,105 min,"Dramas, Thrillers",2021,7,1,105
Movie,The Best of Enemies,Robin Bissell,United States,2021-07-01,2019,PG-13,133 min,Dramas,2021,7,1,133
Movie,The Game,David Fincher,United States,2021-07-01,1997,R,129 min,Thrillers,2021,7,1,129
Movie,The Karate Kid,John G. Avildsen,United States,2021-07-01,1984,PG,127 min,"Action & Adventure, Children & Family Movies, Classic Movies",2021,7,1,127
Movie,The Karate Kid Part II,John G. Avildsen,United States,2021-07-01,1986,PG,113 min,"Action & Adventure, Children & Family Movies, Dramas",2021,7,1,113
Movie,The Karate Kid Part III,John G. Avildsen,United States,2021-07-01,1989,PG,112 min,"Children & Family Movies, Dramas",2021,7,1,112
Movie,The Life of David Gale,Alan Parker,United Kingdom,2021-07-01,2003,R,130 min,Dramas,2021,7,1,130
Movie,The Long Riders,Walter Hill,United States,2021-07-01,1980,R,100 min,Action & Adventure,2021,7,1,100
Movie,The Queen,Stephen Frears,United Kingdom,2021-07-01,2006,PG-13,103 min,"Dramas, International Movies",2021,7,1,103
Movie,The Strangers,Bryan Bertino,United States,2021-07-01,2008,R,85 min,"Horror Movies, Thrillers",2021,7,1,85
Movie,The Sum of All Fears,Phil Alden Robinson,United States,2021-07-01,2002,PG-13,124 min,Action & Adventure,2021,7,1,124
Movie,The Tourist,Florian Henckel von Donnersmarck,United States,2021-07-01,2010,PG-13,103 min,"Action & Adventure, Romantic Movies",2021,7,1,103
Movie,Underworld,Len Wiseman,United States,2021-07-01,2003,R,121 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2021,7,1,121
Movie,Underworld: Awakening,"Måns Mårlind, Björn Stein",United States,2021-07-01,2012,R,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2021,7,1,89
Movie,Underworld: Rise of the Lycans,Patrick Tatopoulos,United States,2021-07-01,2009,R,92 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2021,7,1,92
Movie,Voiceless,Robert O. Peters,Nigeria,2021-07-01,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers",2021,7,1,112
Movie,What Dreams May Come,Vincent Ward,United States,2021-07-01,1998,PG-13,114 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",2021,7,1,114
